"","Group.1","Group.2","CEZ","KOMERCNI.BANKA","TELF.O2.CZECH.REPUBLIC","UNIPETROL","MONETA.MONEY.BANK","PHILIP.MORRIS.CR","BOREALIS.EXPLORATION","E4U","ENERGOAQUA","ENERGOCHEMICA","FORTUNA.ENTM.GROUP","JACHYMOV","KOFOLA.CESKOSLOVENSKO","PEGAS.NONWOVENS","PRAZSKE.SLUZBY","RM.S.HOLDING","SAFETY.REAL.INVESTICNI.FOND","TOMA","CENTRAL.EUR.MEDIA..PRA.","ERSTE.GROUP.BANK..PRA.","NEW.WORLD.RES...PRA.","PHOTON.ENERGY..PRA.","STOCK.SPIRITS.GROUP.PRA.","TATRY.MOUNTAIN..PRA..RESORTS.6","VGP..WI...PRA.","VIENNA.IN.GROUP..PRA."
"63",3,2009,0.0104463903346695,0,0.00767683674171062,0,NA,0.00908850377791813,NA,NA,0,NA,NA,0,NA,0.0198949966400724,0,0,NA,0.00017242046344843,0,0.0365449301514758,NA,NA,NA,NA,0,0.0223784092164233
"64",4,2009,0,0,0,0,NA,0.0115547655778627,NA,NA,0,NA,NA,0,NA,0.0203453206179678,0,0,NA,0,0.0259491734638203,0,NA,NA,NA,NA,0,0
"65",5,2009,0.0215115455893682,0,0.00458805714825082,0.801971688059272,NA,0.00659492603302455,NA,NA,0.00366420842961779,NA,NA,0.00498487710740267,NA,0.0341185471296356,0,0,NA,0,0,0,NA,NA,NA,NA,0.00404991452610501,0
"66",6,2009,0.0201498048963823,0,0.0058203060497456,0.0211168252727797,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0
"67",7,2009,0,0,0.00261879535134107,0.012071899118564,NA,0,NA,NA,0.00128342645538998,NA,NA,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,0,0.00868412926870961
"68",8,2009,0,0,0.0161257616369279,0.0170550159420012,NA,0.0194912158400025,NA,NA,0.00690371600190677,NA,NA,0,NA,0.0225615608279715,0,0.00790588046428205,NA,0,0.0281089047096349,0.0376991438640539,NA,NA,NA,NA,0.000281089956664485,0
"69",9,2009,0.00228912162442687,0.0184949295102792,0.0151953287583392,0.0170213740014664,NA,0.0226616495596288,NA,NA,0,NA,NA,0.00480247950087536,NA,0,0,0,NA,0,0.0295864730348702,0,NA,NA,NA,NA,0,0.00613925474632879
"70",10,2009,0.0196014357277434,0.00750514381592427,0.0165257283906076,0.0190685758248262,NA,0.0102896311264736,NA,NA,0.00108433340354392,NA,NA,0,NA,0.0113377956812262,0,0,NA,0,0,0.00919709516772966,NA,NA,NA,NA,0,0
"71",11,2009,0.0103684830050829,0.00796546902644517,0.0114075385927185,0.0173675853521173,NA,0.0201479422045665,NA,NA,0,NA,NA,0,NA,0.00768976558193962,0,0.00466353791738805,NA,0,0,0.0115104178882069,NA,NA,NA,NA,0,0.0306928420042991
"72",12,2009,0.0077165540685649,0,0.00881345545752445,0,NA,0.00445701084344784,NA,NA,0,NA,NA,0,NA,0,0,0,NA,0.00514474071295629,0,0.00936598135088637,NA,NA,NA,NA,0,0.0126855645187502
"73",1,2010,0,0.0104694151205356,0.00790499550751735,0.0149848176181295,NA,0,NA,NA,0.00368369883777452,NA,NA,0,NA,0.0135515830851607,0,0,NA,0,0,0,NA,NA,NA,NA,0,0
"74",2,2010,0.00722855655643394,0,0,0.0149481969437786,NA,0.0109780087453287,NA,NA,0,NA,NA,0,NA,0.005781154917481,0,0,NA,3.37855309360617e-05,0,0,NA,NA,NA,NA,0,0.0125907602902998
"75",3,2010,0.00272979230744054,0,0.00530966271553307,0,NA,0.00338500904737226,NA,NA,0,NA,NA,0,NA,0,0,0,NA,0.00580098749920297,0,0.00217109325273674,NA,NA,NA,NA,0,0.0107702459876172
"76",4,2010,0.00676303346960968,0,0.00681736311229983,0.522937977250594,NA,0,NA,NA,0.0107685525694693,NA,NA,0,NA,0,0,0,NA,0,0,0.0047048232558265,NA,NA,NA,NA,0,0.00765446729519116
"77",5,2010,0.0174168755602127,0,0.0101348756582433,0.0186835350892126,NA,0.0132490749263229,NA,NA,0,NA,NA,0,NA,0.0200676445838785,0,0,NA,0,0.046735776562119,0.0586051297407331,NA,NA,NA,NA,0,0.0280543850699982
"78",6,2010,0,0.0130577774079527,0,0.0226302377438129,NA,0.00583689465297559,NA,NA,0,NA,NA,0,NA,0.0276757897195588,0,0.000848608742113506,NA,0.00565739167915004,0,0,NA,NA,NA,NA,0,0.0113767731874896
"79",7,2010,0.00801694309344449,0.0185427720176078,0,0.010027695640056,NA,0,NA,NA,0,NA,NA,0,NA,0.0110314153691097,0,0.00504775900474,NA,0.00150720407980351,0,0.00784293056786017,NA,NA,NA,NA,0,0
"80",8,2010,0.00341590581688452,0.020920062165492,0,0.0172964648031614,NA,0.0255142885620065,NA,NA,0,NA,NA,0,NA,0.00891839635032891,0,0,NA,0.00487950036474267,0,0,NA,NA,NA,NA,0,0
"81",9,2010,0.0109866472104749,0,0,0.0103943036228862,NA,0.00933085663130516,NA,NA,0,NA,NA,0,NA,0.0123888372474916,0,0,NA,0.003996080193537,0.022604895186747,0.00864643610213493,NA,NA,NA,NA,0,0
"82",10,2010,0.00589763939632107,0.0099111246779014,0.010145669965024,0.0134536483369822,NA,0.0201823776840772,NA,NA,0,NA,0,0,NA,0.0133498642997416,0,0,NA,0.00528818349670537,0.0212626476234329,0.0141267644535663,NA,NA,NA,NA,0,0.00382845102317975
"83",11,2010,0,0,0,0.00298906561296212,NA,0.00717735470872751,NA,NA,0,NA,0,0,NA,0.0133478015596285,0,0.00207456564255379,NA,0,0.0169272429815773,0.0116484384940802,NA,NA,NA,NA,0,0.00887092314294373
"84",12,2010,0,0.006646533807138,0,0,NA,0.916436258877746,NA,NA,0.00189894734347383,NA,0,0,NA,0,0,0.00344562276278132,NA,0,0.00678043064233944,0,NA,NA,NA,NA,0,0.0532146114242697
"85",1,2011,0.00872891980218157,0,0.00364417222693344,0.51807913548289,NA,0.00478975739503214,NA,NA,0.00509451315410649,NA,0,0,NA,0,0,0.0204956537004539,NA,0,0.00929106009359668,0,NA,NA,NA,NA,0,0.0101781862435908
"86",2,2011,0.0136890477492522,0,0.00470977202255395,0,NA,0.0106736388734402,NA,NA,0.00511605006598798,NA,0.00787916707909801,0,NA,0.0176674375657111,0,0.0165634664873579,NA,0.000838353599251707,0.0344648995389218,0.0198856073656427,NA,NA,NA,NA,0,0
"87",3,2011,0.00445624300391825,0,0.0132308598097032,0,NA,0,NA,NA,0,NA,0,0,NA,0.00367311033519293,0,0.0390765628375463,NA,0,0.0151005438029,0.00985140204233502,NA,NA,NA,NA,0,0
"88",4,2011,0.00847088607069294,0.0200761903485839,0,0.00435041080512192,NA,0.0169926484193065,NA,NA,0.00353785642541695,NA,0.00274008950753942,0,NA,0.012542184434317,0,0.0406854896195692,NA,5.59520554441144e-06,0.016296728813941,0.0159393702236247,NA,NA,NA,NA,0,0.0116354211113377
