"","Group.1","Group.2","KAZMUNAIGAS.EXPL.PROD","HALYK.SAVINGS.BANK","BANK.ASTANA.FIN","BTA.BANK","KAZAKHTELECOM","KAZTRANSOIL","KCELL","AKTOBE.METALWARE.PLANT","AKTOBE.OIL.EQU.PLANT","ALLIANCE.BANK","ALTYNEX.COMPANY","ASIA.AVTO","ASTEL","ASYL.INVEST","ATAMEKEN.AGRO","ATFBANK","BANK.CENTERCREDIT","BAST","BAYAN.SULU","CHIMPHARM","DELTA.BANK","EKOTON","EXIMBANK.KAZAKHSTAN","HALYK.KAZAKHINSTRAKH","IN.CO.KOMMESK.OMIR","INSURANCE.CO.LDN.ALMATY","JSC.CAPITAL.HOTELS.JSC","KARAGANDA.FAC.OF.ASBESTOS.CMT.PRDS.","KARAZHYRA","KAZINVESTBANK","KAZKOMMERTSBANK","KM.GOLD","KMK.MUNAI","KTC","MANGISTAU.ELTY.DS.NET..MPANY","MANGISTAUMUNAIGAZ","MATEN.PETROL","MINERAL.RES.OF.CENTRAL.ASIA","NURBANK","PNB.KAZAKHSTAN.BANK","RAKHAT","SALDT.GROUP","SAS","SAT...COMPANY","SCIPIO","SENIM.BANK","SHALKIYA.ZYNC","SHYMKENT.MUNAI.ONIMDERI","STANDARD","TEMIRBANK","TEMIRLEASING","TSESNABANK","UST.KMGK.TTM.MGSUM.PLT.","ZA.BEST.GRUP","ZHAYREMSKIY.GOK.ORD","AEROFLOT.RUSS.AIRL..KAZ.","GAZPROM..KAZ.","KAZAKHMYS..KAZ.","MAGNIT..KAZ.","NOSTRUM.OIL...GAS..KAZ.","ROSTELECOM..KAZ.","SBERBANK.OF.RUSSIA..KAZ.","URALKALI..KAZ.","VTB.BANK..KAZ.","KASPI.BANK","KAZCAT.PREFERENCE.LTD."
"103",7,2012,0.00781425369840003,0,NA,NA,0.015631126049928,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0.000175521581110239,0,NA,0,NA,NA,0,0,0.00123460620519682,NA,NA,0,NA,NA,0,0.00887181885385848,0.00172217661654271,0,NA,NA,NA,0,NA,0,NA,7.32657955666184e-05,NA,0,NA,0,NA,0,0,0.367876342739985,NA,NA,NA,NA,NA,0.0161178889230516,NA,NA,NA,NA,NA,NA,0,0.00305829184854732
"104",8,2012,0.0052162819459578,0.0394111724758285,NA,NA,0.000660608104375975,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0.000167052807842311,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,0,NA,6.99086744535527e-05,NA,0,NA,0,NA,0,0,0.242658299344947,NA,NA,NA,NA,NA,0.0133325859505392,NA,NA,NA,NA,NA,NA,0,0.0138071850785366
"105",9,2012,0,0.0162698260455677,NA,NA,0.812521434197142,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0.0466386585750942,0,0,NA,NA,NA,0,NA,0,NA,2.71047120758264e-05,NA,0,NA,0,NA,0,0,0.0322106033900248,NA,NA,NA,NA,NA,0.0219405646323272,NA,NA,NA,NA,NA,NA,0,0
"106",10,2012,0.0199550170406187,0.034465944762729,NA,NA,0.00478124812171441,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0.0256794620181265,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,0,NA,0.0023857987348301,NA,0.00837435789358624,NA,0,NA,0,0,5.17222675128936e-05,NA,NA,NA,NA,NA,0.00847891585412687,NA,NA,NA,NA,NA,NA,0,0
"107",11,2012,0.59198636486157,0,NA,NA,3.47041652136048,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0.0165825983479477,NA,NA,0,NA,NA,0,0.00107241766365322,0,0,NA,NA,NA,0,NA,0,NA,0.00259944085227175,NA,0,NA,0,NA,0,0,0.00109448247153257,NA,NA,NA,NA,NA,0.0165044539853217,NA,NA,NA,NA,NA,NA,0,0.0164477540538097
"108",12,2012,0.0395013085708251,0.0215811376695273,NA,NA,0.803766201354177,0.0130408381723681,0.0291994612982812,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0.0291965062494173,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,0,NA,0.0605582805356817,NA,0.000102495339971142,NA,0,NA,0,0,0.00112359608837265,NA,NA,NA,NA,NA,0.0216983766468547,NA,NA,NA,NA,NA,NA,0.00589544253907475,0
"109",1,2013,0.0203841435869908,0.0130836048681495,NA,NA,0.648400249619993,0.554697971640636,0.247318028145974,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0.00332687092505869,NA,NA,0,NA,NA,0,0.0103387134385332,0.00641388684107244,0,NA,NA,NA,0,NA,0,0.00174190540939838,0.00981197108732045,NA,0,NA,0,NA,0,0,0.00428953723455169,NA,NA,NA,NA,NA,0.0399885311291519,NA,NA,NA,NA,NA,NA,0,0
"110",2,2013,0.00982597602687388,0.00624565093254674,NA,NA,0.0176520379126478,0.504546873867212,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0.0274191941983877,0,NA,NA,NA,0,NA,0,0,0.0002936800371392,NA,0,NA,0,NA,0,0,0.00283229440148363,NA,NA,NA,NA,NA,0.0157344650368444,NA,NA,NA,NA,NA,NA,0,0
"111",3,2013,0.00844214050541485,0.00750797047359633,NA,NA,0.637526772133868,2.44011497055792,0.0131850228442175,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,0,0,0.00528281537277159,NA,0,NA,0,NA,0,0,0.00237607434616021,NA,NA,NA,NA,NA,0.0673769812263391,NA,NA,NA,NA,NA,NA,0,0
"112",4,2013,0.0109050032040469,0,NA,NA,0.0232132281381412,0.119730698374197,0.00542418381049841,NA,NA,NA,NA,0,0,NA,0,0.087831006565368,NA,NA,0,0,NA,0,NA,NA,0,0,0.0761138891767634,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,0,0,0.000696275912996626,NA,0.0309991788049987,NA,0,NA,0.0759033390287948,0,0.000530380512615945,NA,NA,NA,NA,NA,0.20011490359802,NA,NA,NA,NA,NA,NA,0,0.0958284547693973
"113",5,2013,0,0.00361409914730644,NA,NA,0.0146341492459586,0,0.0132131176625795,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,0,0,0.000658799383581062,NA,0,NA,0,NA,0.067421678186223,0,0.00100325421684742,NA,NA,NA,NA,NA,0.045364417508609,NA,NA,NA,NA,NA,NA,0,0
"114",6,2013,0.0358517876811477,0.014627487422084,NA,NA,0.0181154089942943,0.633062547455873,0.898495481605991,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,0,0,0.000304426989993885,NA,0.0308993183415208,NA,0,NA,0,0,0.0104465714863901,NA,NA,NA,NA,NA,0.141041140328245,NA,NA,NA,NA,NA,NA,0,0
"115",7,2013,0.667729662518952,0.00777445834147275,NA,NA,0.00987057272053789,0,0.393441126288147,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0.00620322810033928,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,0,0,0.000261371991168299,NA,0.0170588771596225,NA,0,NA,0,0,0.00202027627043743,NA,NA,NA,NA,NA,0.0478795055618626,NA,NA,NA,NA,NA,NA,0,0
"116",8,2013,0.741933529964662,0.01851820769788,NA,NA,0.0284620493003908,0.118854688691077,0.0213578823956745,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0.0100092315599601,0,NA,NA,NA,0,NA,0,0,0.00114529671002093,NA,0,NA,0,NA,0,0,0.0197677899859056,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0
"117",9,2013,0.771217620649693,0.0126106789898374,NA,NA,0.0141344421984389,0.00689178398349801,0.0139592111869528,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,0,NA,0,0,0.00395169977301444,NA,0,NA,0,NA,0,0,0.0140438154928924,NA,NA,NA,NA,NA,0.0117799165668519,NA,NA,NA,NA,NA,NA,0,1.94730691225762
"118",10,2013,0.000752187160936302,0.0161719286455077,NA,NA,0.0224894929863226,0.12252225023859,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0.00053095420281547,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,0,NA,0,NA,0,0,0.000584853645338063,NA,NA,NA,NA,NA,0.0152563857782728,NA,NA,NA,NA,NA,NA,0,0
"119",11,2013,0.72265956784909,0.0372629585617029,NA,NA,0,0.0285427004638171,0.0131071536475354,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0.00224517807864232,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,0,0,0,NA,1.25169358954389,0,0.000221541454924616,NA,NA,NA,NA,NA,0.016766851284561,NA,NA,NA,NA,NA,NA,0,0
"120",12,2013,0.0111877766646227,0.0158251126899586,NA,NA,0.0164158307097782,0.593719391373744,0.0181386612433283,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0.00226953505790775,0,0,NA,NA,0,NA,0,0,0.00375346177399128,NA,0.00542166711530963,0,0,0,0,0,0.00368499867545366,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0.881297514866542
"121",1,2014,0.00441432834592363,0.0228347611515791,NA,NA,0.0209727028932792,0,0.00855001182394753,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,0,NA,0,0,0.00372193684159388,NA,0,0,0,0,0,0,0.00357885898296512,NA,NA,NA,NA,NA,0.0868595923509754,NA,NA,NA,NA,NA,NA,0,0.00155080704834693
"122",2,2014,0.0304107088393357,0.0558744496774476,NA,NA,0.0119675988885941,0,0.0160049320934018,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,0,NA,0,0,4.23791566466566e-05,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.0246395981719516,NA,NA,NA,NA,NA,NA,0,0
"123",3,2014,0,0,NA,NA,0.0190087588729067,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0
"124",4,2014,0.622358535358133,0.015549176780321,NA,NA,0.0152263465036897,0.0704195684359017,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,0,NA,0,0,0.0123065474181327,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.130620097934004,NA,NA,NA,NA,NA,NA,0,0
"125",5,2014,0.600287864894822,0.0171864373356137,NA,NA,0.00317062595530486,0,0.00868881365795706,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0.00354238161469304,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,0,0,0,0,0.0236581835452293,0,0.0137202695915202,NA,NA,NA,NA,NA,0.0383785776346254,NA,NA,NA,NA,NA,NA,0,0.00165406796491159
"126",6,2014,0.00678369135464815,0.0227761465528265,NA,NA,0.00897183554253412,0.165473890274601,0.0315442098962687,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,0,0,0,0,0.0110805662025197,0,0,NA,NA,NA,NA,NA,0.0590441050784808,NA,NA,NA,NA,NA,NA,0,0
"127",7,2014,0,0.0261338078848804,NA,NA,0.00891737459069618,0,0.0201236894814427,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0.00480760320752051,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,0.00437874926919206,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.782560283215019,NA,NA,NA,NA,NA,NA,0,0.00149733091114585
"128",8,2014,0.0183245511298424,0.0215188226518844,NA,NA,3.32891939516596,0.0027333121720425,0.723621409277312,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,0,NA,0,0,0.000595745055582459,NA,0.000252061335561929,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.032232452693676,NA,NA,NA,NA,NA,NA,0,0
"129",9,2014,0.500180040791609,0.00928320608395084,NA,NA,0.0178861596303945,0.0879529353884005,0.0191053196141959,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,0,NA,0,0,0.00173236696510444,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.571918526479507,NA,NA,NA,NA,NA,NA,0,0
"130",10,2014,0,0,NA,NA,0.037913619673902,0.0881097371203925,0.0219913486269025,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0.0116310526299809,0,0,0,NA,NA,0,NA,0,0,0.00499615085196197,NA,0,0,0,0,0,0,0.00680204019040858,NA,NA,NA,NA,NA,0.0233489358240892,NA,NA,NA,NA,NA,NA,0,0
"131",11,2014,0.0215125819698102,0.0766991770690094,NA,NA,0.0166600236447681,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.0257466930034751,NA,NA,NA,NA,NA,NA,0,0
"132",12,2014,0,0,NA,NA,0,0,0.0222816739372236,NA,NA,NA,NA,0,0,NA,0,0.0930484210398471,NA,NA,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0.00352998192621355,NA,NA,0.0122560898337728,NA,NA,NA,NA,NA,NA,0,0
