"","Group.1","Group.2","ENERGIJOS.SKIRSTYMO.OPERATORIUS","TELIA.LIETUVA","AGROWILL.GROUP","AMBER.GRID.AB","APRANGA","GRIGISKES","GUBERNIJA","INVALDA","INVL.BALTIC.FARM","INVL.TECHNOLOGY","K2.LT.AB","KAUNO.ENERGIJA","KLAIPEDOS.NAFTA","LIETUVOS.ENERGIJA","LINAS","LINAS.AGRO.GROUP","LITGRID","PANEVEZIO.STATYBOS.TTAS.","PIENO.ZVAIGZDES","ROKISKIO.SURIS","SIAULIU.BANKAS","SNAIGE","UTENOS.TRIKOTAZAS","VILKYSKIU.PIENINE","VILNIAUS.BALDU.KOMBINATA","VILNIAUS.DEGTINE","ZEMATIJOS.PIENAS"
"55",10,2007,NA,0.565217391304348,NA,NA,0.260869565217391,0.434782608695652,0.478260869565217,0.0869565217391304,NA,NA,NA,0.565217391304348,0.91304347826087,NA,1,NA,NA,0.130434782608696,0.260869565217391,0.391304347826087,0.695652173913043,0.260869565217391,0.391304347826087,0.521739130434783,0.434782608695652,0.608695652173913,0.521739130434783
"56",11,2007,NA,0.5,NA,NA,0.136363636363636,0.636363636363636,0.545454545454545,0.181818181818182,NA,NA,NA,0.863636363636364,0.909090909090909,NA,0.681818181818182,NA,NA,0.272727272727273,0.363636363636364,0.5,0.636363636363636,0.545454545454545,0.681818181818182,0.363636363636364,0.409090909090909,0.590909090909091,0.5
"57",12,2007,NA,0.476190476190476,NA,NA,0.19047619047619,0.80952380952381,0.666666666666667,0.333333333333333,NA,NA,NA,0.857142857142857,0.666666666666667,NA,0.80952380952381,NA,NA,0.333333333333333,0.428571428571429,0.619047619047619,0.619047619047619,0.714285714285714,0.476190476190476,0.428571428571429,0.80952380952381,0.714285714285714,0.523809523809524
"58",1,2008,NA,0.521739130434783,NA,NA,0.0869565217391304,0.695652173913043,0.739130434782609,0.391304347826087,NA,NA,NA,0.608695652173913,0.652173913043478,NA,0.869565217391304,NA,NA,0.0869565217391304,0.434782608695652,0.173913043478261,0.652173913043478,0.608695652173913,0.478260869565217,0.304347826086957,0.695652173913043,0.739130434782609,0.434782608695652
"59",2,2008,NA,0.380952380952381,NA,NA,0.0476190476190476,0.714285714285714,0.619047619047619,0.142857142857143,NA,NA,NA,0.761904761904762,0.80952380952381,NA,1,NA,NA,0.0476190476190476,0.476190476190476,0.571428571428571,0.666666666666667,0.571428571428571,0.380952380952381,0.142857142857143,0.619047619047619,0.857142857142857,0.666666666666667
"60",3,2008,NA,0.523809523809524,NA,NA,0.285714285714286,0.523809523809524,0.761904761904762,0.380952380952381,NA,NA,NA,0.904761904761905,0.904761904761905,NA,1,NA,NA,0.333333333333333,0.571428571428571,0.476190476190476,0.761904761904762,0.476190476190476,0.476190476190476,0.428571428571429,0.666666666666667,0.80952380952381,0.904761904761905
"61",4,2008,NA,0.5,1,NA,0.181818181818182,0.727272727272727,1,0.227272727272727,NA,NA,NA,0.681818181818182,0.909090909090909,NA,0.636363636363636,NA,NA,0.0909090909090909,0.727272727272727,0.227272727272727,0.363636363636364,0.363636363636364,0.772727272727273,0.363636363636364,0.727272727272727,0.818181818181818,0.363636363636364
"62",5,2008,NA,0.5,0.636363636363636,NA,0.136363636363636,0.727272727272727,0.818181818181818,0.318181818181818,NA,NA,NA,0.772727272727273,0.818181818181818,NA,0.818181818181818,NA,NA,0.272727272727273,0.545454545454545,0.545454545454545,0.590909090909091,0.409090909090909,0.590909090909091,0.318181818181818,1,0.772727272727273,0.5
"63",6,2008,NA,0.523809523809524,0.428571428571429,NA,0.142857142857143,0.523809523809524,0.761904761904762,0.19047619047619,NA,NA,NA,0.857142857142857,0.666666666666667,NA,0.666666666666667,NA,NA,0.238095238095238,0.571428571428571,0.523809523809524,0.666666666666667,0.666666666666667,0.714285714285714,0.380952380952381,0.80952380952381,0.904761904761905,0.523809523809524
"64",7,2008,NA,0.608695652173913,0.304347826086957,NA,0.130434782608696,0.782608695652174,0.695652173913043,0.347826086956522,NA,NA,NA,0.91304347826087,0.826086956521739,NA,1,NA,NA,0.260869565217391,0.478260869565217,0.565217391304348,0.695652173913043,0.695652173913043,0.739130434782609,0.478260869565217,0.956521739130435,0.956521739130435,0.608695652173913
