"","Group.1","Group.2","TALLINK.GROUP","ARCO.VARA","BALTIKA","EKSPRESS.GRUPP","HARJU.ELEKTER","LHV.GROUP","LINDA","MERKO.EHITUS","NORDECON","OLYMPIC.ENTM.GROUP"
"102",6,2012,0.666666666666667,0.19047619047619,0.619047619047619,0.428571428571429,0.571428571428571,NA,NA,0.142857142857143,0.19047619047619,0.142857142857143
"103",7,2012,0.727272727272727,0.181818181818182,0.5,0.363636363636364,0.227272727272727,NA,NA,0.318181818181818,0.454545454545455,0.5
"104",8,2012,0.434782608695652,0.173913043478261,0.173913043478261,0.347826086956522,0.260869565217391,NA,NA,0.217391304347826,0.347826086956522,0.130434782608696
"105",9,2012,0.6,0.15,0.15,0.35,0.5,NA,NA,0.35,0.35,0.35
"106",10,2012,0.739130434782609,0.130434782608696,0.434782608695652,0.434782608695652,0.304347826086957,NA,NA,0.173913043478261,0.391304347826087,0.304347826086957
"107",11,2012,0.636363636363636,0.0909090909090909,0.363636363636364,0.272727272727273,0.318181818181818,NA,NA,0.318181818181818,0.227272727272727,0.409090909090909
"108",12,2012,0.380952380952381,0.238095238095238,0.523809523809524,0.476190476190476,0.285714285714286,NA,NA,0.380952380952381,0.476190476190476,0.428571428571429
"109",1,2013,0.608695652173913,0.130434782608696,0.130434782608696,0.347826086956522,0.0869565217391304,NA,NA,0.130434782608696,0.347826086956522,0.217391304347826
"110",2,2013,0.45,0.05,0.4,0.45,0.2,NA,NA,0.1,0.3,0.25
"111",3,2013,0.238095238095238,0.238095238095238,0.333333333333333,0.19047619047619,0.380952380952381,NA,NA,0.285714285714286,0.333333333333333,0.285714285714286
"112",4,2013,0.409090909090909,0.227272727272727,0.272727272727273,0.409090909090909,0.5,NA,NA,0.272727272727273,0.363636363636364,0.272727272727273
"113",5,2013,0.217391304347826,0.434782608695652,0.217391304347826,0.304347826086957,0.391304347826087,NA,NA,0.304347826086957,0.304347826086957,0.260869565217391
"114",6,2013,0.5,0.15,0.25,0.4,0.25,NA,NA,0.1,0.2,0.2
"115",7,2013,0.565217391304348,0.565217391304348,0.304347826086957,0.347826086956522,0.260869565217391,NA,NA,0.0869565217391304,0.478260869565217,0.0869565217391304
"116",8,2013,0.636363636363636,0.545454545454545,0.363636363636364,0.5,0.227272727272727,NA,NA,0.272727272727273,0.5,0.318181818181818
"117",9,2013,0.619047619047619,0.238095238095238,0.285714285714286,0.476190476190476,0.428571428571429,NA,NA,0.238095238095238,0.333333333333333,0.19047619047619
"118",10,2013,0.652173913043478,0.434782608695652,0.347826086956522,0.434782608695652,0.434782608695652,NA,NA,0.217391304347826,0.434782608695652,0.304347826086957
"119",11,2013,0.380952380952381,0.285714285714286,0.333333333333333,0.428571428571429,0.333333333333333,NA,NA,0.142857142857143,0.238095238095238,0.238095238095238
"120",12,2013,0.409090909090909,0.409090909090909,0.318181818181818,0.727272727272727,0.636363636363636,NA,NA,0.181818181818182,0.454545454545455,0.363636363636364
"121",1,2014,0.608695652173913,0.173913043478261,0.608695652173913,0.478260869565217,0.391304347826087,NA,NA,0.173913043478261,0.478260869565217,0.217391304347826
"122",2,2014,0.5,0.4,0.4,0.4,0.3,NA,NA,0.2,0.15,0.3
"123",3,2014,0.523809523809524,0.0476190476190476,0.380952380952381,0.19047619047619,0.333333333333333,NA,NA,0.0476190476190476,0.380952380952381,0.19047619047619
"124",4,2014,0.636363636363636,0.363636363636364,0.5,0.454545454545455,0.727272727272727,NA,NA,0.545454545454545,0.409090909090909,0.454545454545455
"125",5,2014,0.545454545454545,0.409090909090909,0.363636363636364,0.590909090909091,0.5,NA,NA,0.227272727272727,0.545454545454545,0.272727272727273
"126",6,2014,0.523809523809524,0.333333333333333,0.428571428571429,0.619047619047619,0.19047619047619,NA,NA,0.333333333333333,0.761904761904762,0.285714285714286
"127",7,2014,0.826086956521739,0.347826086956522,0.478260869565217,0.652173913043478,0.434782608695652,NA,NA,0.347826086956522,0.391304347826087,0.173913043478261
"128",8,2014,0.19047619047619,0.285714285714286,0.428571428571429,0.380952380952381,0.19047619047619,NA,NA,0.333333333333333,0.476190476190476,0.571428571428571
"129",9,2014,0.545454545454545,0.318181818181818,0.227272727272727,0.5,0.318181818181818,NA,NA,0.272727272727273,0.409090909090909,0.363636363636364
"130",10,2014,0.521739130434783,0.347826086956522,0.478260869565217,0.478260869565217,0.434782608695652,NA,NA,0.260869565217391,0.478260869565217,0.304347826086957
"131",11,2014,0.5,0.5,0.7,0.6,0.4,NA,NA,0.25,0.45,0.45
"132",12,2014,0.565217391304348,0.391304347826087,0.565217391304348,0.478260869565217,0.391304347826087,NA,NA,0.391304347826087,0.521739130434783,0.391304347826087
