"date","compname","varname","value"
2014-12-04,"MICROSOFT","DIVIDEND YIELD",2.86
2014-12-05,"MICROSOFT","DIVIDEND YIELD",2.8
2014-12-06,"MICROSOFT","DIVIDEND YIELD",2.76
2014-12-07,"MICROSOFT","DIVIDEND YIELD",2.66
2014-12-08,"MICROSOFT","DIVIDEND YIELD",2.57
2014-12-09,"MICROSOFT","DIVIDEND YIELD",2.4
2014-12-10,"MICROSOFT","DIVIDEND YIELD",2.82
2014-12-11,"MICROSOFT","DIVIDEND YIELD",2.54
2014-12-12,"MICROSOFT","DIVIDEND YIELD",2.64
2015-12-01,"MICROSOFT","DIVIDEND YIELD",2.66
2015-12-02,"MICROSOFT","DIVIDEND YIELD",2.88
2015-12-03,"MICROSOFT","DIVIDEND YIELD",3.02
2015-12-04,"MICROSOFT","DIVIDEND YIELD",2.97
2015-12-05,"MICROSOFT","DIVIDEND YIELD",2.62
2015-12-06,"MICROSOFT","DIVIDEND YIELD",2.7
2015-12-07,"MICROSOFT","DIVIDEND YIELD",2.78
2015-12-08,"MICROSOFT","DIVIDEND YIELD",2.65
2015-12-09,"MICROSOFT","DIVIDEND YIELD",2.85
2015-12-10,"MICROSOFT","DIVIDEND YIELD",3.06
2015-12-11,"MICROSOFT","DIVIDEND YIELD",2.7
2015-12-12,"MICROSOFT","DIVIDEND YIELD",2.66
2016-12-01,"MICROSOFT","DIVIDEND YIELD",2.73
2016-12-02,"MICROSOFT","DIVIDEND YIELD",2.85
2016-12-03,"MICROSOFT","DIVIDEND YIELD",2.71
2016-12-04,"MICROSOFT","DIVIDEND YIELD",2.63
2016-12-05,"MICROSOFT","DIVIDEND YIELD",2.8
2016-12-06,"MICROSOFT","DIVIDEND YIELD",2.8
2016-12-07,"MICROSOFT","DIVIDEND YIELD",2.71
2016-12-08,"MICROSOFT","DIVIDEND YIELD",2.49
2016-12-09,"MICROSOFT","DIVIDEND YIELD",2.52
2016-12-10,"MICROSOFT","DIVIDEND YIELD",2.73
